Year,Month,Season,District,Best_Crop_To_Plant,Type_of_Crop,Soil_Type,Soil_PH_Low,Soil_PH_High,Crop_Duration_Min_Days,Crop_Duration_Max_Days,Rainfall_mm,Max_Temp_C,Min_Temp_C,Water_Required_Min_mm,Water_Required_Max_mm
2021,Apr,Navarai/Kodai,SIVAGANGAI,Chakravathi keerai,minor vegetables,Sandy loam,4.5,8.3,100.0,100.0,275.46,25.7,19.41,900.0,1200.0
2022,Mar,Navarai/Kodai,COIMBATORE,watermelon,vegetables,Sandy,6.0,7.5,70.0,85.0,310.54,25.54,24.91,900.0,1200.0
2023,Jul,Kuruvai/Sornavari,KOLLI HILLS,tinda,vegetables,Sandy loam,6.5,7.5,70.0,70.0,683.81,26.31,26.42,900.0,1200.0
2022,Apr,Navarai/Kodai,HILLY REGIONS OF SHEVROY,ash gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,469.95,32.68,27.88,900.0,1200.0
2025,Apr,Navarai/Kodai,HILLY REGIONS OF SHEVROY,sweet sorghum,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.5,115.0,125.0,145.98,29.9,26.41,500.0,600.0
2025,Apr,Navarai/Kodai,THIRUCHIRAPALLI,cluster bean,vegetables,Sandy Loam,7.0,8.5,60.0,90.0,694.39,26.0,24.77,900.0,1200.0
2024,Jan,Navarai/Kodai,KANCHEEPURAM,bellary onion,minor vegetables,Sandy loam,5.8,6.5,150.0,150.0,622.43,25.3,14.38,900.0,1200.0
2024,Jan,Navarai/Kodai,KANCHEEPURAM,Cabbage,colecrops,LoamySandy,6.0,6.5,80.0,180.0,116.11,28.77,11.97,380.0,500.0
2021,Feb,Navarai/Kodai,CAUVERY,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.0,150.0,180.0,409.55,26.89,16.64,600.0,800.0
2022,Aug,Kuruvai/Sornavari,THIRUCHIRAPALLI,tomato,vegetables,Sandy loam,6.5,7.5,90.0,140.0,489.2,29.5,22.25,600.0,800.0
2023,Jan,Navarai/Kodai,ERODE,bitter gourd,vegetables,Well drained loamy soil,6.5,7.0,55.0,60.0,733.34,26.95,29.6,900.0,1200.0
2022,Oct,Samba/Thaladi,THIRUVALLUR,Chinese cabbage,minor vegetables,Sandy loam,5.5,7.0,50.0,80.0,670.81,24.71,17.21,900.0,1200.0
2024,May,Navarai/Kodai,MADURAI,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,191.76,23.64,22.82,500.0,900.0
2021,Oct,Samba/Thaladi,THOOTHUKUDI,peas,vegetables,Sandy loam,6.5,7.5,60.0,70.0,264.4,25.45,10.96,900.0,1200.0
2025,Feb,Navarai/Kodai,RAMANATHANPURAM,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,576.27,27.51,23.76,650.0,1000.0
2021,Jul,Kuruvai/Sornavari,SALEM,bitter gourd,vegetables,Well drained loamy soil,6.5,7.0,55.0,60.0,466.15,27.63,26.27,900.0,1200.0
2023,Nov,Samba/Thaladi,ERODE,Rhubarb,minor vegetables,Sandy loam,6.0,6.8,56.0,70.0,664.81,25.94,10.0,900.0,1200.0
2024,Feb,Navarai/Kodai,RAMANATHANPURAM,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,286.79,23.06,22.46,500.0,900.0
2023,Aug,Kuruvai/Sornavari,RAMANATHANPURAM,bottle gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,615.05,27.99,18.83,900.0,1200.0
2022,Feb,Navarai/Kodai,NAMAKAL,Rhubarb,minor vegetables,Sandy loam,6.0,6.8,56.0,70.0,594.14,25.71,10.0,900.0,1200.0
2024,Jul,Kuruvai/Sornavari,THIRUPPUR,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,601.9,27.69,23.43,1000.0,1000.0
2023,May,Navarai/Kodai,THIRUPPUR,kudirai masi,forage crops,Well drained sandy loam and clayey loam soils ,6.5,7.5,45.0,55.0,109.84,32.19,28.28,300.0,350.0
2025,Jun,Kuruvai/Sornavari,PUDUKKOTTAI,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,522.26,23.54,18.59,1000.0,1000.0
2023,Feb,Navarai/Kodai,THENI,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.0,7.0,115.0,120.0,364.66,25.19,19.97,900.0,1200.0
2025,Dec,Samba/Thaladi,THIRUVANNAMALAI,Butter bean,minor vegetables,Sandy loam,6.0,7.0,80.0,100.0,393.57,25.02,16.44,900.0,1200.0
2025,Sep,Kuruvai/Sornavari,ARIYALUR,fodder maize,forage crops,Well drained sandy loam and clayey loam soils ,5.5,8.0,60.0,70.0,274.95,43.4,11.83,500.0,480.0
2025,Sep,Kuruvai/Sornavari,CAUVERY,cluster bean,vegetables,Sandy Loam,7.0,8.5,60.0,90.0,431.49,25.68,20.57,900.0,1200.0
2024,Jan,Navarai/Kodai,TANJORE,fodder cholam,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,1095.0,1095.0,168.23,33.69,25.82,300.0,350.0
2025,May,Navarai/Kodai,THIRUNELVELI,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",6.5,8.0,85.0,95.0,144.14,25.58,24.47,350.0,500.0
2025,Dec,Samba/Thaladi,THE NILGRIS,Chinese cabbage,minor vegetables,Sandy loam,5.5,7.0,50.0,80.0,628.23,24.26,15.28,900.0,1200.0
2022,Oct,Samba/Thaladi,KRISHNAGIRI,fieldlablab,pulses,Well drained loamy soil,6.2,7.0,105.0,105.0,646.96,30.87,21.62,650.0,1000.0
2025,Sep,Kuruvai/Sornavari,THIRUPPUR,Chekurmanis,minor vegetables,Sandy loam,5.5,7.5,90.0,120.0,638.58,32.38,25.14,900.0,1200.0
2021,Jul,Kuruvai/Sornavari,DHARMAPURI,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,480.91,28.45,26.22,500.0,900.0
2021,Oct,Samba/Thaladi,THALAVADI HILLS,niger,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.2,7.3,80.0,80.0,569.89,25.0,15.42,1000.0,1300.0
2024,Sep,Kuruvai/Sornavari,HILLY REGIONS OF SHEVROY,chillies,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,120.0,120.0,209.12,29.63,27.38,500.0,500.0
2023,Jul,Kuruvai/Sornavari,TANJORE,tobacco,other crops,Well drained sandy loam and clayey loam soils ,7.5,8.5,90.0,100.0,500.42,33.85,28.37,800.0,1000.0
2024,May,Navarai/Kodai,CAUVERY,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.0,150.0,180.0,342.22,26.54,14.47,600.0,800.0
2025,Oct,Samba/Thaladi,VILLUPURAM,onion,vegetables, Any Loamy,5.8,6.5,100.0,120.0,212.63,26.12,19.31,350.0,550.0
2025,Jan,Navarai/Kodai,SALEM,fodder cumbu,forage crops,Well drained sandy loam and clayey loam soils ,4.0,7.5,45.0,120.0,282.55,33.98,28.68,500.0,480.0
2022,Oct,Samba/Thaladi,COIMBATORE,kudirai masi,forage crops,Well drained sandy loam and clayey loam soils ,6.5,7.5,45.0,55.0,219.64,32.63,23.44,300.0,350.0
2023,Feb,Navarai/Kodai,CAUVERY,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.0,150.0,180.0,336.47,26.34,14.14,600.0,800.0
2022,Nov,Samba/Thaladi,MADURAI,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",7.0,8.0,135.0,140.0,327.91,29.66,20.51,700.0,1300.0
2022,Jan,Navarai/Kodai,THIRUNELVELI,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,623.8,28.26,23.41,650.0,1000.0
2025,Apr,Navarai/Kodai,CAUVERY,Mint,minor vegetables,Loamy soil,6.5,7.0,100.0,120.0,272.88,25.05,20.56,1000.0,1100.0
2025,Oct,Samba/Thaladi,THE NILGRIS,fodder maize,forage crops,Well drained sandy loam and clayey loam soils ,5.5,8.0,60.0,70.0,205.14,40.61,10.34,500.0,480.0
2021,Oct,Samba/Thaladi,CUDDALORE,Phaseolus lunatus,minor vegetables,Sandy loam,6.0,6.8,90.0,90.0,656.51,28.08,17.62,900.0,2000.0
2024,Jun,Kuruvai/Sornavari,KANCHEEPURAM,Turnip,minor vegetables,Loamy soil,5.5,6.8,42.0,56.0,689.03,20.29,14.05,900.0,1200.0
2022,Mar,Navarai/Kodai,DINDIGUL,Chakravathi keerai,minor vegetables,Sandy loam,4.5,8.3,100.0,100.0,230.71,25.09,16.43,900.0,1200.0
2022,May,Navarai/Kodai,THIRUNELVELI,Winged Bean,minor vegetables,Sandy loam,7.0,12.0,42.0,42.0,259.34,31.02,26.32,900.0,1200.0
2025,Sep,Kuruvai/Sornavari,KANCHEEPURAM,cowpea,pulses, well-drained sandy loams or sandy soils ,5.0,6.5,60.0,90.0,316.42,29.19,19.41,400.0,700.0
2025,Apr,Navarai/Kodai,SALEM,ash gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,759.38,30.01,28.08,900.0,1200.0
2021,Feb,Navarai/Kodai,THENI,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,356.64,24.69,20.69,500.0,900.0
2023,Jan,Navarai/Kodai,SIVAGANGAI,guinea grass,forage crops,Well drained sandy loam and clayey loam soils ,5.0,7.0,45.0,55.0,250.75,39.45,19.85,1000.0,480.0
2022,Dec,Samba/Thaladi,KANYAKUMARI,cauliflower,colecrops,LoamySandy,6.5,6.8,55.0,100.0,312.39,26.93,10.0,380.0,500.0
2021,Feb,Navarai/Kodai,NAGAPATTINAM,vegetable cowpea,vegetables,Sandy loam,5.6,6.0,45.0,90.0,295.86,26.99,22.03,900.0,1200.0
2021,Jun,Kuruvai/Sornavari,ERODE,Butter bean,minor vegetables,Sandy loam,6.0,7.0,80.0,100.0,792.53,27.93,20.67,900.0,1200.0
2022,Nov,Samba/Thaladi,CHENGLEPUT,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.0,8.5,120.0,160.0,168.03,26.87,26.54,500.0,500.0
2022,Apr,Navarai/Kodai,DINDIGUL,Brussels sprout,minor vegetables,Sandy loam,6.5,6.8,12.0,12.0,571.67,25.81,13.18,900.0,1200.0
2022,Feb,Navarai/Kodai,RAMANATHANPURAM,lablab,vegetables,Well drained loamy soil,6.5,8.5,70.0,75.0,761.9,32.83,22.22,900.0,1200.0
2023,Jul,Kuruvai/Sornavari,HILLY REGIONS OF SHEVROY,fodder cumbu,forage crops,Well drained sandy loam and clayey loam soils ,4.0,7.5,45.0,120.0,199.67,34.94,26.42,500.0,480.0
2025,Mar,Navarai/Kodai,THALAVADI HILLS,horsegram,pulses, light to heavy soils ,6.0,7.5,100.0,105.0,459.84,40.76,26.89,800.0,800.0
2023,Dec,Samba/Thaladi,SIVAGANGAI,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,6.5,8.0,300.0,330.0,1616.99,26.35,19.63,1500.0,2500.0
2025,Mar,Navarai/Kodai,JAWAD HILLS,Mint,minor vegetables,Loamy soil,6.5,7.0,100.0,120.0,545.32,25.35,23.1,1000.0,1100.0
2022,Dec,Samba/Thaladi,SIVAGANGAI,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,6.5,7.0,140.0,150.0,286.44,42.58,12.83,500.0,700.0
2022,Jul,Kuruvai/Sornavari,SALEM,Basella,minor vegetables,Sandy loam,5.5,8.0,70.0,70.0,400.28,28.82,19.24,900.0,1200.0
2023,Jul,Kuruvai/Sornavari,SIVAGANGAI,sweet potato,Root&tuber,well-drained soil,5.7,6.7,90.0,120.0,373.04,27.08,25.66,1000.0,1000.0
2024,Jul,Kuruvai/Sornavari,THIRUPPUR,Lettuce,minor vegetables,Sandy loam,6.0,6.5,45.0,55.0,533.28,24.92,16.81,900.0,1200.0
2024,Jan,Navarai/Kodai,TIRUVARUR,sweet sorghum,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.5,115.0,125.0,364.43,31.78,29.6,500.0,600.0
2024,Dec,Samba/Thaladi,JAWAD HILLS,Bread fruit,minor vegetables,Sandy loam,6.1,7.4,100.0,100.0,1511.86,34.25,18.55,2030.0,2540.0
2025,Dec,Samba/Thaladi,THIRUNELVELI,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,496.15,29.29,24.57,650.0,1000.0
2021,Nov,Samba/Thaladi,COIMBATORE,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,664.85,30.97,24.5,650.0,1000.0
2021,Jul,Kuruvai/Sornavari,DINDIGUL,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",6.5,8.0,85.0,95.0,117.35,26.17,18.87,350.0,500.0
2024,May,Navarai/Kodai,RAMANATHANPURAM,muskmelon,vegetables,Sandy Loam,6.5,7.5,70.0,100.0,414.87,30.0,28.64,900.0,1200.0
2025,Aug,Kuruvai/Sornavari,COIMBATORE,samai,millets,Loamy Soil,8.5,9.0,80.0,100.0,427.38,39.61,29.66,480.0,750.0
2025,Mar,Navarai/Kodai,MADURAI,chillies,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,120.0,120.0,188.2,25.17,23.78,500.0,500.0
2023,Oct,Samba/Thaladi,KARUR,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,416.0,27.14,23.98,1000.0,1000.0
2023,Aug,Kuruvai/Sornavari,THENI,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",7.0,8.0,135.0,140.0,583.68,25.46,22.85,700.0,1300.0
2023,Feb,Navarai/Kodai,PERAMBALUR,Coccinia,minor vegetables,Sandy loam,6.0,6.5,90.0,90.0,309.3,28.69,18.44,900.0,1200.0
2023,Dec,Samba/Thaladi,CHENGLEPUT,Brussels sprout,minor vegetables,Sandy loam,6.5,6.8,12.0,12.0,575.41,26.19,19.6,900.0,1200.0
2021,Sep,Kuruvai/Sornavari,CHENGLEPUT,soundal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,40.0,80.0,306.85,32.37,20.17,500.0,480.0
2022,Feb,Navarai/Kodai,CAUVERY,broadbean,vegetables,Well drained loamy soil,5.5,6.0,80.0,100.0,421.25,23.51,11.01,900.0,1200.0
2022,Feb,Navarai/Kodai,KARUR,Winged Bean,minor vegetables,Sandy loam,7.0,12.0,42.0,42.0,302.37,31.23,26.26,900.0,1200.0
2024,Jan,Navarai/Kodai,THOOTHUKUDI,french bean,vegetables,Well drained loamy soil,5.5,6.0,40.0,50.0,723.19,25.78,12.39,900.0,1200.0
2025,Jun,Kuruvai/Sornavari,CUDDALORE,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",6.5,8.0,85.0,95.0,174.72,25.95,19.18,350.0,500.0
2022,Aug,Kuruvai/Sornavari,THOOTHUKUDI,greengram,pulses,well-drained sandy loams or sandy soils ,6.5,7.5,100.0,100.0,301.94,31.69,29.72,850.0,1000.0
2023,Sep,Kuruvai/Sornavari,HILLY REGIONS OF SHEVROY,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,431.78,28.62,23.9,1000.0,1000.0
2025,Jun,Kuruvai/Sornavari,THIRUNELVELI,chowchow,vegetables,Loamy soil/ Lateritic soil,5.5,6.5,150.0,150.0,714.89,24.87,21.93,1200.0,1500.0
2023,Apr,Navarai/Kodai,NAGAPATTINAM,gardenlablab,pulses,wide range of soils,6.0,7.0,75.0,100.0,576.62,33.75,21.85,650.0,1000.0
2023,Nov,Samba/Thaladi,ARIYALUR,brinjal,vegetables,Loamy soil/ Lateritic soil,6.0,7.5,100.0,150.0,454.9,27.56,21.8,900.0,1200.0
2021,Jan,Navarai/Kodai,THIRUVANNAMALAI,soyabean,pulses,"Well-drained, Loamy Soil",6.0,7.0,90.0,100.0,143.01,27.15,19.88,450.0,700.0
2024,Feb,Navarai/Kodai,THIRUNELVELI,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,221.28,28.04,19.15,650.0,1000.0
2022,Jun,Kuruvai/Sornavari,SIVAGANGAI,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",6.5,8.0,85.0,95.0,211.62,25.48,19.36,350.0,500.0
2021,Feb,Navarai/Kodai,KANCHEEPURAM,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,449.78,26.67,23.62,500.0,900.0
2022,Aug,Kuruvai/Sornavari,HILLY REGIONS OF SHEVROY,redgram,pulses,deep loam soils,6.5,7.0,120.0,150.0,450.83,28.87,21.69,600.0,1400.0
2025,May,Navarai/Kodai,THIRUVALLUR,redgram,pulses,deep loam soils,6.5,7.0,120.0,150.0,489.0,26.0,17.06,600.0,1400.0
2024,Oct,Samba/Thaladi,THIRUCHIRAPALLI,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,487.73,31.33,14.61,900.0,1200.0
2023,Feb,Navarai/Kodai,ARIYALUR,peas,vegetables,Sandy loam,6.5,7.5,60.0,70.0,342.56,26.26,13.75,900.0,1200.0
2024,Mar,Navarai/Kodai,COIMBATORE,kollukattai pullu,forage crops,Well drained sandy loam and clayey loam soils ,7.0,7.5,45.0,55.0,254.03,31.69,23.14,500.0,480.0
2025,Jun,Kuruvai/Sornavari,CUDDALORE,small onion,bulbvegetables,Sandy loam,6.0,7.0,70.0,90.0,243.38,25.36,17.58,650.0,750.0
2023,Jul,Kuruvai/Sornavari,RAMANATHANPURAM,bitter gourd,vegetables,Well drained loamy soil,6.5,7.0,55.0,60.0,701.45,30.11,26.72,900.0,1200.0
2022,Nov,Samba/Thaladi,KANYAKUMARI,brinjal,vegetables,Loamy soil/ Lateritic soil,6.0,7.5,100.0,150.0,250.28,29.97,20.63,900.0,1200.0
2025,Dec,Samba/Thaladi,TANJORE,rice,cereals,Alluvia or loamy and clayey soil,5.0,8.0,150.0,150.0,1658.68,38.4,21.14,900.0,2500.0
2022,Aug,Kuruvai/Sornavari,THIRUVANNAMALAI,ribbed gourd,vegetables,Sandy Loam,6.5,7.5,125.0,125.0,675.38,35.53,26.34,900.0,1200.0
2024,Nov,Samba/Thaladi,COIMBATORE,guinea grass,forage crops,Well drained sandy loam and clayey loam soils ,5.0,7.0,45.0,55.0,282.38,39.59,16.4,1000.0,480.0
2022,Jul,Kuruvai/Sornavari,CHENGLEPUT,fodder cholam,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,1095.0,1095.0,138.71,35.0,26.36,300.0,350.0
2023,Apr,Navarai/Kodai,KRISHNAGIRI,french bean,vegetables,Well drained loamy soil,5.5,6.0,40.0,50.0,429.52,26.6,12.41,900.0,1200.0
2024,Apr,Navarai/Kodai,TIRUVARUR,Turnip,minor vegetables,Loamy soil,5.5,6.8,42.0,56.0,494.55,20.85,10.69,900.0,1200.0
2025,Apr,Navarai/Kodai,THIRUCHIRAPALLI,french bean,vegetables,Well drained loamy soil,5.5,6.0,40.0,50.0,491.7,25.23,11.87,900.0,1200.0
2025,Jun,Kuruvai/Sornavari,THIRUCHIRAPALLI,chillies,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,120.0,120.0,274.43,29.86,27.52,500.0,500.0
2025,Apr,Navarai/Kodai,KRISHNAGIRI,Butter bean,minor vegetables,Sandy loam,6.0,7.0,80.0,100.0,470.85,25.89,17.48,900.0,1200.0
2022,Feb,Navarai/Kodai,PERAMBALUR,chowchow,vegetables,Loamy soil/ Lateritic soil,5.5,6.5,150.0,150.0,538.22,24.56,20.59,1200.0,1500.0
2025,Nov,Samba/Thaladi,VELLORE,horsegram,pulses, light to heavy soils ,6.0,7.5,100.0,105.0,272.9,39.38,28.23,800.0,800.0
2021,Dec,Samba/Thaladi,CHENGLEPUT,elephant foot yam,Root&tuber,Rich red loamy soil,5.5,7.0,240.0,240.0,753.14,32.21,28.46,1000.0,1500.0
2022,Sep,Kuruvai/Sornavari,NAMAKAL,Chinese cabbage,minor vegetables,Sandy loam,5.5,7.0,50.0,80.0,564.18,24.87,15.6,900.0,1200.0
2024,Nov,Samba/Thaladi,VILLUPURAM,gherkins,vegetables,Sandy loam,5.8,7.0,90.0,90.0,459.56,34.22,16.18,900.0,1200.0
2024,Jun,Kuruvai/Sornavari,THIRUPPUR,colocasia,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,7.0,150.0,180.0,364.85,32.03,21.81,1000.0,1000.0
2022,Nov,Samba/Thaladi,KOLLI HILLS,peas,vegetables,Sandy loam,6.5,7.5,60.0,70.0,489.12,29.56,12.67,900.0,1200.0
2024,Dec,Samba/Thaladi,THENI,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,776.17,31.92,14.27,900.0,1200.0
2025,Mar,Navarai/Kodai,THIRUCHIRAPALLI,tobacco,other crops,Well drained sandy loam and clayey loam soils ,7.5,8.5,90.0,100.0,515.98,27.58,28.94,800.0,1000.0
2025,Dec,Samba/Thaladi,TIRUVARUR,cauliflower,colecrops,LoamySandy,6.5,6.8,55.0,100.0,325.11,27.86,10.0,380.0,500.0
2021,Oct,Samba/Thaladi,VELLORE,vegetable cowpea,vegetables,Sandy loam,5.6,6.0,45.0,90.0,549.63,26.43,19.97,900.0,1200.0
2022,Feb,Navarai/Kodai,THOOTHUKUDI,colocasia,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,7.0,150.0,180.0,610.74,33.15,24.26,1000.0,1000.0
2024,May,Navarai/Kodai,TANJORE,fieldlablab,pulses,Well drained loamy soil,6.2,7.0,105.0,105.0,406.79,26.08,16.58,650.0,1000.0
2021,Jan,Navarai/Kodai,THIRUNELVELI,redgram,pulses,deep loam soils,6.5,7.0,120.0,150.0,524.85,30.14,18.39,600.0,1400.0
2021,Aug,Kuruvai/Sornavari,THIRUNELVELI,sorghum,millets,well-drained loamy soils,6.0,7.5,95.0,105.0,149.34,38.55,14.7,450.0,650.0
2025,Aug,Kuruvai/Sornavari,VIRUDHUNAGAR,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,6.5,8.0,300.0,330.0,1431.72,27.14,24.52,1500.0,2500.0
2022,May,Navarai/Kodai,DINDIGUL,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,414.56,24.06,18.76,1000.0,1000.0
2024,Oct,Samba/Thaladi,DINDIGUL,fodder maize,forage crops,Well drained sandy loam and clayey loam soils ,5.5,8.0,60.0,70.0,229.43,44.7,12.68,500.0,480.0
2023,Jun,Kuruvai/Sornavari,JAWAD HILLS,kollukattai pullu,forage crops,Well drained sandy loam and clayey loam soils ,7.0,7.5,45.0,55.0,278.46,29.66,22.84,500.0,480.0
2023,May,Navarai/Kodai,DHARMAPURI,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,646.59,23.75,20.48,1000.0,1000.0
2024,Jun,Kuruvai/Sornavari,HILLY REGIONS OF SHEVROY,Rhubarb,minor vegetables,Sandy loam,6.0,6.8,56.0,70.0,588.65,25.97,10.0,900.0,1200.0
2024,Aug,Kuruvai/Sornavari,TIRUVARUR,fodder cumbu,forage crops,Well drained sandy loam and clayey loam soils ,4.0,7.5,45.0,120.0,297.14,36.2,28.87,500.0,480.0
2023,Nov,Samba/Thaladi,TANJORE,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,346.72,24.31,19.68,1000.0,1000.0
2025,May,Navarai/Kodai,HILLY REGIONS OF SHEVROY,niger,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.2,7.3,80.0,80.0,749.0,25.0,15.62,1000.0,1300.0
2023,Feb,Navarai/Kodai,KANCHEEPURAM,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,382.0,31.3,21.54,1000.0,1000.0
2022,Jan,Navarai/Kodai,HILLY REGIONS OF SHEVROY,carrot,Root&tuber,light or sandy loam soil,6.0,7.0,75.0,75.0,512.92,23.03,15.91,1000.0,1000.0
2024,Nov,Samba/Thaladi,SIVAGANGAI,sorghum,millets,well-drained loamy soils,6.0,7.5,95.0,105.0,405.34,39.11,13.23,450.0,650.0
2025,Jun,Kuruvai/Sornavari,THIRUCHIRAPALLI,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,577.74,27.67,23.66,650.0,1000.0
2021,Apr,Navarai/Kodai,SALEM,tobacco,other crops,Well drained sandy loam and clayey loam soils ,7.5,8.5,90.0,100.0,642.16,28.03,29.83,800.0,1000.0
2021,Oct,Samba/Thaladi,THIRUVANNAMALAI,fodder cholam,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,1095.0,1095.0,143.11,34.49,23.16,300.0,350.0
2022,May,Navarai/Kodai,KANYAKUMARI,Phaseolus lunatus,minor vegetables,Sandy loam,6.0,6.8,90.0,90.0,259.49,25.38,20.14,900.0,2000.0
2021,Oct,Samba/Thaladi,HILLY REGIONS OF SHEVROY,Chakravathi keerai,minor vegetables,Sandy loam,4.5,8.3,100.0,100.0,731.28,25.01,14.11,900.0,1200.0
2023,Jan,Navarai/Kodai,THOOTHUKUDI,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.5,8.0,85.0,90.0,147.5,36.77,29.61,350.0,400.0
2025,Sep,Kuruvai/Sornavari,COIMBATORE,vegetable cowpea,vegetables,Sandy loam,5.6,6.0,45.0,90.0,617.33,28.52,18.54,900.0,1200.0
2022,Aug,Kuruvai/Sornavari,DHARMAPURI,guinea grass,forage crops,Well drained sandy loam and clayey loam soils ,5.0,7.0,45.0,55.0,286.87,33.03,15.19,1000.0,480.0
2024,Feb,Navarai/Kodai,KOLLI HILLS,blackgram,pulses,sandy soils to heavy cotton soils,6.5,7.8,70.0,75.0,633.77,39.96,20.64,600.0,1000.0
2024,Sep,Kuruvai/Sornavari,THIRUVALLUR,redgram,pulses,deep loam soils,6.5,7.0,120.0,150.0,922.21,31.11,19.16,600.0,1400.0
2024,Jul,Kuruvai/Sornavari,PUDUKKOTTAI,ribbed gourd,vegetables,Sandy Loam,6.5,7.5,125.0,125.0,233.86,36.14,28.47,900.0,1200.0
2022,Feb,Navarai/Kodai,NAMAKAL,redgram,pulses,deep loam soils,6.5,7.0,120.0,150.0,418.47,29.66,19.9,600.0,1400.0
2025,Aug,Kuruvai/Sornavari,CHENGLEPUT,carrot,Root&tuber,light or sandy loam soil,6.0,7.0,75.0,75.0,495.05,24.55,18.48,1000.0,1000.0
2024,Mar,Navarai/Kodai,THE NILGRIS,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,6.5,8.0,300.0,330.0,945.8,25.71,25.22,1500.0,2500.0
2025,Jul,Kuruvai/Sornavari,SALEM,tobacco,other crops,Well drained sandy loam and clayey loam soils ,7.5,8.5,90.0,100.0,277.56,29.71,25.51,800.0,1000.0
2023,Aug,Kuruvai/Sornavari,TIRUVARUR,paprika,vegetables,Sandy loam,5.8,6.5,160.0,180.0,438.98,28.38,22.11,700.0,1000.0
2022,Sep,Kuruvai/Sornavari,MADURAI,Brussels sprout,minor vegetables,Sandy loam,6.5,6.8,12.0,12.0,318.04,26.5,19.01,900.0,1200.0
2024,Dec,Samba/Thaladi,KANYAKUMARI,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,528.14,29.51,24.42,1000.0,1000.0
2021,Oct,Samba/Thaladi,ERODE,cucumber,vegetables,Loamy,6.5,7.5,120.0,120.0,908.86,36.94,26.02,1200.0,1500.0
2024,Jan,Navarai/Kodai,NAMAKAL,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",7.0,8.0,135.0,140.0,833.26,26.0,21.73,700.0,1300.0
